file,label_id,condition,condition_bn,urgency,split
train_000124.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000125.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000126.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000127.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000128.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000129.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000130.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000131.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000132.jpg,11,Melanoma Skin Cancer Nevi and Moles,তিল ও মেলানোমা,see_doctor_soon,train
train_000133.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000134.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000135.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_000136.jpg,6,Exanthems and Drug Eruptions,ওষুধজনিত র‍্যাশ,get_it_checked,train
train_000137.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000138.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000139.jpg,8,Herpes HPV and other STDs Photos,হারপিস / যৌনবাহিত সংক্রমণ,get_it_checked,train
train_000140.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000141.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000142.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000143.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000144.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000145.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000146.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_000147.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000148.jpg,6,Exanthems and Drug Eruptions,ওষুধজনিত র‍্যাশ,get_it_checked,train
train_000149.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_000150.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000151.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000152.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_000153.jpg,20,Vascular Tumors,রক্তনালীর গুটি,watch_it,train
train_000154.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_000155.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000156.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000157.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_000158.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000159.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_000160.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_000161.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000162.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000163.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000164.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000165.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000166.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000167.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000168.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_000169.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_000170.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000171.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000172.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000173.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000174.jpg,21,Vasculitis Photos,রক্তনালীর প্রদাহ,see_doctor_soon,train
train_000175.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000176.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_000177.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_000178.jpg,19,Urticaria Hives,আমবাত,watch_it,train
train_000179.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_000180.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000181.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_000182.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000183.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000184.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_000185.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000186.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_000187.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000188.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_000189.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000190.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000191.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000192.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000193.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000194.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000195.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_000196.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000197.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_000198.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_000199.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000200.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000201.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000202.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_000203.jpg,8,Herpes HPV and other STDs Photos,হারপিস / যৌনবাহিত সংক্রমণ,get_it_checked,train
train_000204.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_000205.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000206.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000207.jpg,20,Vascular Tumors,রক্তনালীর গুটি,watch_it,train
train_000208.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000209.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_000210.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000211.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_000212.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000213.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000214.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_000215.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000216.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000217.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000218.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000219.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_000220.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_000221.jpg,8,Herpes HPV and other STDs Photos,হারপিস / যৌনবাহিত সংক্রমণ,get_it_checked,train
train_000222.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000223.jpg,11,Melanoma Skin Cancer Nevi and Moles,তিল ও মেলানোমা,see_doctor_soon,train
train_000224.jpg,8,Herpes HPV and other STDs Photos,হারপিস / যৌনবাহিত সংক্রমণ,get_it_checked,train
train_000225.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000226.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000227.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000228.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_000229.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_000230.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000231.jpg,7,Hair Loss Photos Alopecia and other Hair Diseases,চুল পড়া,watch_it,train
train_000232.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000233.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000234.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000235.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000236.jpg,19,Urticaria Hives,আমবাত,watch_it,train
train_000237.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000238.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_000239.jpg,11,Melanoma Skin Cancer Nevi and Moles,তিল ও মেলানোমা,see_doctor_soon,train
train_000240.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000241.jpg,19,Urticaria Hives,আমবাত,watch_it,train
train_000242.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000243.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000244.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000245.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000246.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_000247.jpg,8,Herpes HPV and other STDs Photos,হারপিস / যৌনবাহিত সংক্রমণ,get_it_checked,train
train_000248.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_000249.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_000250.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000251.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_000252.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_000253.jpg,6,Exanthems and Drug Eruptions,ওষুধজনিত র‍্যাশ,get_it_checked,train
train_000254.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
