file,label_id,condition,condition_bn,urgency
mpox_1_000031.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000032.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000033.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000034.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000035.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000036.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000037.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000038.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000039.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000040.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000041.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000042.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000043.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000044.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000045.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000046.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000047.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000048.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000049.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000050.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000051.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000052.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000053.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000054.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000055.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000056.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000057.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000058.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000059.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000060.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000061.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000062.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000063.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000064.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000065.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000066.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000067.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000068.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000069.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000070.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000071.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000072.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000073.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000074.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000075.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000076.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000077.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000078.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000079.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000080.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000081.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000082.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000083.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000084.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000085.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000086.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000087.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000088.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000089.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000090.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000091.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000092.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000093.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000094.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000095.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000096.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000097.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000098.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000099.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000100.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000101.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000102.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000103.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000104.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000105.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_1_000106.jpg,1,Chickenpox,জলবসন্ত (চিকেনপক্স),get_it_checked
mpox_2_000107.jpg,2,Measles,হাম,get_it_checked
mpox_2_000108.jpg,2,Measles,হাম,get_it_checked
mpox_2_000109.jpg,2,Measles,হাম,get_it_checked
mpox_2_000110.jpg,2,Measles,হাম,get_it_checked
mpox_2_000111.jpg,2,Measles,হাম,get_it_checked
mpox_2_000112.jpg,2,Measles,হাম,get_it_checked
mpox_2_000113.jpg,2,Measles,হাম,get_it_checked
mpox_2_000114.jpg,2,Measles,হাম,get_it_checked
mpox_2_000115.jpg,2,Measles,হাম,get_it_checked
mpox_2_000116.jpg,2,Measles,হাম,get_it_checked
mpox_2_000117.jpg,2,Measles,হাম,get_it_checked
mpox_2_000118.jpg,2,Measles,হাম,get_it_checked
mpox_2_000119.jpg,2,Measles,হাম,get_it_checked
mpox_2_000120.jpg,2,Measles,হাম,get_it_checked
mpox_2_000121.jpg,2,Measles,হাম,get_it_checked
mpox_2_000122.jpg,2,Measles,হাম,get_it_checked
mpox_2_000123.jpg,2,Measles,হাম,get_it_checked
mpox_2_000124.jpg,2,Measles,হাম,get_it_checked
mpox_2_000125.jpg,2,Measles,হাম,get_it_checked
mpox_2_000126.jpg,2,Measles,হাম,get_it_checked
mpox_2_000127.jpg,2,Measles,হাম,get_it_checked
mpox_2_000128.jpg,2,Measles,হাম,get_it_checked
mpox_2_000129.jpg,2,Measles,হাম,get_it_checked
mpox_2_000130.jpg,2,Measles,হাম,get_it_checked
mpox_2_000131.jpg,2,Measles,হাম,get_it_checked
mpox_2_000132.jpg,2,Measles,হাম,get_it_checked
mpox_2_000133.jpg,2,Measles,হাম,get_it_checked
mpox_2_000134.jpg,2,Measles,হাম,get_it_checked
mpox_2_000135.jpg,2,Measles,হাম,get_it_checked
mpox_2_000136.jpg,2,Measles,হাম,get_it_checked
mpox_2_000137.jpg,2,Measles,হাম,get_it_checked
mpox_2_000138.jpg,2,Measles,হাম,get_it_checked
mpox_2_000139.jpg,2,Measles,হাম,get_it_checked
mpox_2_000140.jpg,2,Measles,হাম,get_it_checked
mpox_2_000141.jpg,2,Measles,হাম,get_it_checked
mpox_2_000142.jpg,2,Measles,হাম,get_it_checked
mpox_2_000143.jpg,2,Measles,হাম,get_it_checked
mpox_2_000144.jpg,2,Measles,হাম,get_it_checked
mpox_2_000145.jpg,2,Measles,হাম,get_it_checked
mpox_2_000146.jpg,2,Measles,হাম,get_it_checked
mpox_2_000147.jpg,2,Measles,হাম,get_it_checked
mpox_2_000148.jpg,2,Measles,হাম,get_it_checked
mpox_2_000149.jpg,2,Measles,হাম,get_it_checked
mpox_2_000150.jpg,2,Measles,হাম,get_it_checked
mpox_2_000151.jpg,2,Measles,হাম,get_it_checked
mpox_2_000152.jpg,2,Measles,হাম,get_it_checked
mpox_2_000153.jpg,2,Measles,হাম,get_it_checked
mpox_2_000154.jpg,2,Measles,হাম,get_it_checked
mpox_2_000155.jpg,2,Measles,হাম,get_it_checked
mpox_2_000156.jpg,2,Measles,হাম,get_it_checked
mpox_2_000157.jpg,2,Measles,হাম,get_it_checked
mpox_2_000158.jpg,2,Measles,হাম,get_it_checked
mpox_2_000159.jpg,2,Measles,হাম,get_it_checked
mpox_2_000160.jpg,2,Measles,হাম,get_it_checked
mpox_2_000161.jpg,2,Measles,হাম,get_it_checked
mpox_2_000162.jpg,2,Measles,হাম,get_it_checked
mpox_2_000163.jpg,2,Measles,হাম,get_it_checked
mpox_2_000164.jpg,2,Measles,হাম,get_it_checked
mpox_2_000165.jpg,2,Measles,হাম,get_it_checked
mpox_2_000166.jpg,2,Measles,হাম,get_it_checked
mpox_2_000167.jpg,2,Measles,হাম,get_it_checked
mpox_2_000168.jpg,2,Measles,হাম,get_it_checked
mpox_2_000169.jpg,2,Measles,হাম,get_it_checked
mpox_2_000170.jpg,2,Measles,হাম,get_it_checked
mpox_2_000171.jpg,2,Measles,হাম,get_it_checked
mpox_2_000172.jpg,2,Measles,হাম,get_it_checked
mpox_2_000173.jpg,2,Measles,হাম,get_it_checked
mpox_2_000174.jpg,2,Measles,হাম,get_it_checked
mpox_2_000175.jpg,2,Measles,হাম,get_it_checked
mpox_2_000176.jpg,2,Measles,হাম,get_it_checked
mpox_2_000177.jpg,2,Measles,হাম,get_it_checked
mpox_2_000178.jpg,2,Measles,হাম,get_it_checked
mpox_2_000179.jpg,2,Measles,হাম,get_it_checked
mpox_2_000180.jpg,2,Measles,হাম,get_it_checked
mpox_2_000181.jpg,2,Measles,হাম,get_it_checked
mpox_2_000182.jpg,2,Measles,হাম,get_it_checked
mpox_2_000183.jpg,2,Measles,হাম,get_it_checked
mpox_2_000184.jpg,2,Measles,হাম,get_it_checked
mpox_2_000185.jpg,2,Measles,হাম,get_it_checked
mpox_2_000186.jpg,2,Measles,হাম,get_it_checked
mpox_2_000187.jpg,2,Measles,হাম,get_it_checked
mpox_2_000188.jpg,2,Measles,হাম,get_it_checked
mpox_2_000189.jpg,2,Measles,হাম,get_it_checked
mpox_2_000190.jpg,2,Measles,হাম,get_it_checked
mpox_2_000191.jpg,2,Measles,হাম,get_it_checked
mpox_2_000192.jpg,2,Measles,হাম,get_it_checked
mpox_2_000193.jpg,2,Measles,হাম,get_it_checked
mpox_2_000194.jpg,2,Measles,হাম,get_it_checked
mpox_2_000195.jpg,2,Measles,হাম,get_it_checked
mpox_2_000196.jpg,2,Measles,হাম,get_it_checked
mpox_2_000197.jpg,2,Measles,হাম,get_it_checked
mpox_0_000198.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000199.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000200.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000201.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000202.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000203.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000204.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000205.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000206.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000207.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000208.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000209.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000210.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000211.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000212.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000213.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000214.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000215.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000216.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000217.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000218.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000219.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000220.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000221.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000222.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000223.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000224.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000225.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000226.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000227.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000228.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000229.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000230.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000231.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000232.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000233.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000234.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000235.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000236.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000237.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000238.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000239.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000240.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000241.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000242.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000243.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000244.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000245.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000246.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000247.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000248.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000249.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000250.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000251.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000252.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000253.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000254.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000255.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000256.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000257.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000258.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000259.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000260.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000261.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000262.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000263.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000264.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000265.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000266.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000267.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000268.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000269.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000270.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000271.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000272.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000273.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000274.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000275.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000276.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000277.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000278.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000279.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000280.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000281.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000282.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000283.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000284.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000285.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000286.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000287.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000288.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000289.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000290.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000291.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000292.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000293.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000294.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000295.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000296.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000297.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000298.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000299.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000300.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000301.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000302.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000303.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000304.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000305.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000306.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000307.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000308.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000309.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000310.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000311.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000312.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000313.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000314.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000315.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000316.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000317.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000318.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000319.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000320.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000321.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000322.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000323.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
mpox_0_000324.jpg,0,Monkeypox,মাংকিপক্স সন্দেহ,see_doctor_soon
